Country,Date,Confirmed,New_confirmed,New_confirmed_mvavg,Deaths,New_deaths,New_deaths_mvavg,,,
Hubei,04/09/20,67803,0,0,3215,2,1,,,
Hubei,04/10/20,67803,0,0,3216,1,1,,,
Italy,1/22/20,0,0,0,0,0,0,,,
Italy,1/23/20,0,0,0,0,0,0,,,
Italy,1/24/20,0,0,0,0,0,0,,,
Italy,1/25/20,0,0,0,0,0,0,,,
Italy,1/26/20,0,0,0,0,0,0,,,
Italy,1/27/20,0,0,0,0,0,0,,,
Italy,1/28/20,0,0,0,0,0,0,,,
Italy,1/29/20,0,0,0,0,0,0,,,
Italy,1/30/20,0,0,0,0,0,0,,,
Italy,1/31/20,2,2,1,0,0,0,,,
Italy,02/01/20,2,0,1,0,0,0,,,
Italy,02/02/20,2,0,1,0,0,0,,,
Italy,02/03/20,2,0,0,0,0,0,,,
Italy,02/04/20,2,0,0,0,0,0,,,
Italy,02/05/20,2,0,0,0,0,0,,,
Italy,02/06/20,2,0,0,0,0,0,,,
Italy,02/07/20,3,1,0,0,0,0,,,
Italy,02/08/20,3,0,0,0,0,0,,,
Italy,02/09/20,3,0,0,0,0,0,,,
Italy,02/10/20,3,0,0,0,0,0,,,
Italy,02/11/20,3,0,0,0,0,0,,,
Italy,02/12/20,3,0,0,0,0,0,,,
Italy,2/13/20,3,0,0,0,0,0,,,
Italy,2/14/20,3,0,0,0,0,0,,,
Italy,2/15/20,3,0,0,0,0,0,,,
Italy,2/16/20,3,0,0,0,0,0,,,
Italy,2/17/20,3,0,0,0,0,0,,,
Italy,2/18/20,3,0,0,0,0,0,,,
Italy,2/19/20,3,0,0,0,0,0,,,
Italy,2/20/20,3,0,0,0,0,0,,,
Italy,2/21/20,20,17,6,1,1,0,,,
Italy,2/22/20,62,42,20,2,1,1,,,
Italy,2/23/20,155,93,51,3,1,1,,,
Italy,2/24/20,229,74,70,7,4,2,,,
Italy,2/25/20,322,93,87,10,3,3,,,
Italy,2/26/20,453,131,99,12,2,3,,,
Italy,2/27/20,655,202,142,17,5,3,,,
Italy,2/28/20,888,233,189,21,4,4,,,
Italy,2/29/20,1128,240,225,29,8,6,,,
Italy,03/01/20,1694,566,346,34,5,6,,,
Italy,03/02/20,2036,342,383,52,18,10,,,
Italy,03/03/20,2502,466,458,79,27,17,,,
Italy,03/04/20,3089,587,465,107,28,24,,,
Italy,03/05/20,3858,769,607,148,41,32,,,
Italy,03/06/20,4636,778,711,197,49,39,,,
Italy,03/07/20,5883,1247,931,233,36,42,,,
Italy,03/08/20,7375,1492,1172,366,133,73,,,
Italy,03/09/20,9172,1797,1512,463,97,89,,,
Italy,03/10/20,10149,977,1422,631,168,133,,,
Italy,03/11/20,12462,2313,1696,827,196,154,,,
Italy,03/12/20,12462,0,1097,827,0,121,,,
Italy,3/13/20,17660,5198,2504,1266,439,212,,,
Italy,3/14/20,21157,3497,2898,1441,175,205,,,
Italy,3/15/20,24747,3590,4095,1809,368,327,,,
Italy,3/16/20,27980,3233,3440,2158,349,297,,,
Italy,3/17/20,31506,3526,3450,2503,345,354,,,
Italy,3/18/20,35713,4207,3655,2978,475,390,,,
Italy,3/19/20,41035,5322,4352,3405,427,416,,,
Italy,3/20/20,47021,5986,5172,4032,627,510,,,
Italy,3/21/20,53578,6557,5955,4825,793,616,,,
Italy,3/22/20,59138,5560,6034,5476,651,690,,,
Italy,3/23/20,63927,4789,5635,6077,601,682,,,
Italy,3/24/20,69176,5249,5199,6820,743,665,,,
Italy,3/25/20,74386,5210,5083,7503,683,676,,,
Italy,3/26/20,80589,6203,5554,8215,712,713,,,
Italy,3/27/20,86498,5909,5774,9134,919,771,,,
Italy,3/28/20,92472,5974,6029,10023,889,840,,,
Italy,3/29/20,97689,5217,5700,10779,756,855,,,
Italy,3/30/20,101739,4050,5080,11591,812,819,,,
Italy,3/31/20,105792,4053,4440,12428,837,802,,,
Italy,04/01/20,110574,4782,4295,13155,727,792,,,
Italy,04/02/20,115242,4668,4501,13915,760,775,,,
Italy,04/03/20,119827,4585,4678,14681,766,751,,,
Italy,04/04/20,124632,4805,4686,15362,681,736,,,
Italy,04/05/20,128948,4316,4569,15887,525,657,,,
Italy,04/06/20,132547,3599,4240,16523,636,614,,,
Italy,04/07/20,135586,3039,3651,17127,604,588,,,
Italy,04/08/20,139422,3836,3491,17669,542,594,,,
Italy,04/09/20,143626,4204,3693,18279,610,585,,,
Italy,04/10/20,147577,3951,3997,18849,570,574,,,
Japan,1/22/20,2,0,0,0,0,0,,,
Japan,1/23/20,2,0,0,0,0,0,,,
Japan,1/24/20,2,0,0,0,0,0,,,
Japan,1/25/20,2,0,0,0,0,0,,,
Japan,1/26/20,4,2,1,0,0,0,,,
Japan,1/27/20,4,0,1,0,0,0,,,
Japan,1/28/20,7,3,2,0,0,0,,,
Japan,1/29/20,7,0,1,0,0,0,,,
Japan,1/30/20,11,4,2,0,0,0,,,
Japan,1/31/20,15,4,3,0,0,0,,,
Japan,02/01/20,20,5,4,0,0,0,,,
Japan,02/02/20,20,0,3,0,0,0,,,
Japan,02/03/20,20,0,2,0,0,0,,,
Japan,02/04/20,22,2,1,0,0,0,,,
Japan,02/05/20,22,0,1,0,0,0,,,
Japan,02/06/20,22,0,1,0,0,0,,,
Japan,02/07/20,25,3,1,0,0,0,,,
Japan,02/08/20,25,0,1,0,0,0,,,
Japan,02/09/20,26,1,1,0,0,0,,,
Japan,02/10/20,26,0,0,0,0,0,,,
Japan,02/11/20,26,0,0,0,0,0,,,
Japan,02/12/20,28,2,1,0,0,0,,,
Japan,2/13/20,28,0,1,1,1,0,,,
Japan,2/14/20,29,1,1,1,0,0,,,
Japan,2/15/20,43,14,5,1,0,0,,,
Japan,2/16/20,59,16,10,1,0,0,,,
Japan,2/17/20,66,7,12,1,0,0,,,
Japan,2/18/20,74,8,10,1,0,0,,,
Japan,2/19/20,84,10,8,1,0,0,,,
Japan,2/20/20,94,10,9,1,0,0,,,
Japan,2/21/20,105,11,10,1,0,0,,,
Japan,2/22/20,122,17,13,1,0,0,,,
Japan,2/23/20,147,25,18,1,0,0,,,
Japan,2/24/20,159,12,18,1,0,0,,,
Japan,2/25/20,170,11,16,1,0,0,,,
Japan,2/26/20,189,19,14,2,1,0,,,
Japan,2/27/20,214,25,18,4,2,1,,,
Japan,2/28/20,228,14,19,4,0,1,,,
Japan,2/29/20,241,13,17,5,1,1,,,
Japan,03/01/20,256,15,14,6,1,1,,,
Japan,03/02/20,274,18,15,6,0,1,,,
Japan,03/03/20,293,19,17,6,0,0,,,
Japan,03/04/20,331,38,25,6,0,0,,,
Japan,03/05/20,360,29,29,6,0,0,,,
Japan,03/06/20,420,60,42,6,0,0,,,
Japan,03/07/20,461,41,43,6,0,0,,,
Japan,03/08/20,502,41,47,6,0,0,,,
Japan,03/09/20,511,9,30,10,4,1,,,
Japan,03/10/20,581,70,40,10,0,1,,,
Japan,03/11/20,639,58,46,15,5,3,,,
Japan,03/12/20,639,0,43,16,1,2,,,
Japan,3/13/20,701,62,40,19,3,3,,,
Japan,3/14/20,773,72,45,22,3,2,,,
Japan,3/15/20,839,66,67,22,0,2,,,
Japan,3/16/20,839,0,46,27,5,3,,,
Japan,3/17/20,878,39,35,29,2,2,,,
Japan,3/18/20,889,11,17,29,0,2,,,
Japan,3/19/20,924,35,28,29,0,1,,,
Japan,3/20/20,963,39,28,33,4,1,,,
Japan,3/21/20,1007,44,39,35,2,2,,,
Japan,3/22/20,1101,94,59,41,6,4,,,
Japan,3/23/20,1128,27,55,42,1,3,,,
Japan,3/24/20,1193,65,62,43,1,3,,,
Japan,3/25/20,1307,114,69,45,2,1,,,
Japan,3/26/20,1387,80,86,47,2,2,,,
Japan,3/27/20,1468,81,92,49,2,2,,,
Japan,3/28/20,1693,225,129,52,3,2,,,
Japan,3/29/20,1866,173,160,54,2,2,,,
Japan,3/30/20,1866,0,133,54,0,2,,,
Japan,3/31/20,1953,87,87,56,2,1,,,
Japan,04/01/20,2178,225,104,57,1,1,,,
Japan,04/02/20,2495,317,210,62,5,3,,,
Japan,04/03/20,2617,122,221,63,1,2,,,
Japan,04/04/20,3139,522,320,77,14,7,,,
Japan,04/05/20,3139,0,215,77,0,5,,,
Japan,04/06/20,3654,515,346,85,8,7,,,
Japan,04/07/20,3906,252,256,92,7,5,,,
Japan,04/08/20,4257,351,373,93,1,5,,,
Japan,04/09/20,4667,410,338,94,1,3,,,
Japan,04/10/20,5530,863,541,99,5,2,,,
